Transaction_ID,Date,Time,Customer_ID,Product_ID,Amount,Payment_Type,Country,Merchant_ID,Status
TX12132,2023-12-15,09:30:11,C2219,P55,18.57,PayPal,UK,M28,Refunded
TX12133,2024-02-03,14:03:18,C8319,P41,237.04,,UK,M43,Completed
TX12134,2023-09-22,01:24:39,C8911,P14,34.76,,Canada,M47,Refunded
TX12135,2024-04-11,13:50:40,C8507,P23,616.44,Debit Card,,M32,Chargeback
TX12136,2024-04-10,19:34:04,C5923,P100,497.68,PayPal,USA,M9,Cancelled
TX12137,2024-04-04,21:49:38,C7592,P41,194.24,PayPal,Canada,M11,Pending
TX12138,2023-05-31,21:19:32,C2233,P26,396.25,PayPal,USA,M6,Cancelled
TX12139,2023-12-14,19:09:37,C3675,P75,50.92,Debit Card,Canada,M17,Refunded
TX12140,2023-11-24,09:02:16,C8348,P20,245.11,Credit Card,Canada,M8,Completed
TX12141,2023-07-16,10:07:49,C2734,P82,204.51,PayPal,UK,M5,Pending
TX12142,2023-08-07,23:54:05,C3992,P93,54.57,,Canada,M25,Completed
TX12143,2024-01-08,12:01:54,C5156,P80,410.74,Debit Card,USA,M24,Cancelled
TX12144,2024-03-21,15:19:41,C5503,P94,126.23,PayPal,UK,M20,Completed
TX12145,2023-08-02,14:41:04,C7350,P48,203.66,PayPal,Canada,M7,Cancelled
TX12146,2023-11-05,18:36:48,C2901,P85,63.15,Credit Card,,M20,Refunded
TX12147,2024-03-06,13:39:14,C5430,P91,304.88,,USA,M1,Pending
TX12148,2024-02-01,07:25:29,C2450,P35,312.18,Credit Card,UK,M1,Chargeback
TX12149,2023-12-07,00:34:23,C4550,P11,163.93,,Canada,M30,Cancelled
TX12150,2023-12-30,22:41:14,C8616,P67,145.74,Debit Card,USA,M36,Refunded
TX12151,2023-12-02,13:37:50,C7116,P62,209.23,Credit Card,USA,M48,Completed
TX12152,2023-10-16,07:00:35,C4839,P14,130.36,PayPal,Canada,M30,Cancelled
TX12153,2023-05-10,06:44:59,C9199,P44,187.83,Debit Card,Canada,M30,Cancelled
TX12154,2024-01-15,11:40:38,C5004,P46,435.18,,USA,M35,Completed
TX12155,2023-07-18,10:34:18,C4025,P65,492.29,Debit Card,USA,M42,Completed
TX12156,2023-10-14,10:56:55,C2164,P24,,Credit Card,USA,M33,Pending
TX12157,2024-01-28,00:36:06,C5854,P7,376.22,Credit Card,USA,M31,Cancelled
TX12158,2023-08-19,23:33:41,C3678,P9,65.49,Credit Card,UK,M3,Pending
TX12159,2023-10-14,11:15:47,C4522,P41,215.87,Credit Card,Canada,M32,Completed
TX12160,2023-09-24,16:37:47,C3952,P92,180.25,PayPal,UK,M12,Completed
TX12161,2023-05-06,14:18:59,C6825,P20,235.21,PayPal,UK,M9,Pending
TX12162,2023-06-07,11:37:29,C2524,P21,172.65,Debit Card,USA,M6,Refunded
TX12163,2024-03-25,10:57:07,C6094,P31,,PayPal,Canada,M21,Completed
TX12164,2023-11-15,06:29:53,C1719,P2,135.76,Credit Card,UK,M4,Completed
TX12165,2024-02-24,23:06:11,C1940,P25,229.84,Debit Card,Australia,M8,Completed
TX12166,2024-02-01,03:02:02,C9611,P75,573.54,Debit Card,UK,M41,Chargeback
TX12167,2024-02-24,15:53:44,C3062,P18,310.9,Debit Card,USA,M13,Cancelled
TX12168,2024-02-05,18:22:27,C3653,P39,245.03,Credit Card,UK,M7,Chargeback
TX12169,2023-12-30,05:05:57,C7920,P77,,Credit Card,USA,M13,Chargeback
TX12170,2023-06-14,03:12:48,C7362,P45,107.45,Debit Card,UK,M9,Cancelled
TX12171,2024-04-26,03:06:55,C8786,P10,104.0,Credit Card,USA,M7,Refunded
TX12172,2023-12-23,08:10:40,C3797,P37,210.21,Credit Card,USA,M13,Completed
TX12173,2023-07-13,02:51:40,C7871,P36,122.16,Debit Card,Canada,M4,Cancelled
TX12174,2023-10-27,12:23:18,C9374,P66,253.3,Credit Card,USA,M1,Pending
TX12175,2023-05-09,06:24:24,C6149,P87,,,Canada,M49,Refunded
TX12176,2023-06-09,16:45:22,C9814,P45,448.92,Debit Card,USA,M4,Cancelled
TX12177,2023-06-28,13:27:25,C3850,P35,107.37,Credit Card,UK,M5,Refunded
TX12178,2024-01-13,17:36:36,C7647,P40,258.94,PayPal,UK,M36,Completed
TX12179,2023-11-30,12:25:14,C7268,P78,422.52,Credit Card,UK,M12,Chargeback
TX12180,2024-02-23,21:28:15,C4394,P27,491.65,Credit Card,USA,M20,Completed
TX12181,2023-05-19,06:46:00,C1688,P75,396.02,Debit Card,USA,M32,Cancelled
TX12182,2023-07-05,23:24:28,C8664,P41,328.15,PayPal,USA,M29,Completed
TX12183,2024-01-21,08:32:33,C5657,P43,182.21,Credit Card,USA,M27,Refunded
TX12184,2023-09-10,04:22:09,C2496,P99,56.42,PayPal,UK,M27,Refunded
TX12185,2023-09-18,22:45:06,C8393,P23,200.3,PayPal,,M5,Completed
TX12186,2023-08-08,21:12:16,C4653,P55,145.87,PayPal,Canada,M23,Completed
TX12187,2024-04-11,19:23:36,C2781,P14,52.23,PayPal,Canada,M11,Pending
TX12188,2024-02-17,20:53:32,C8235,P67,183.35,Credit Card,Canada,M16,Refunded
TX12189,2023-11-10,01:47:42,C3109,P52,129.54,Debit Card,UK,M15,Completed
TX12190,2024-03-03,22:50:13,C1416,P61,322.42,PayPal,USA,M32,Cancelled
TX12191,2023-09-08,11:37:20,C8521,P18,292.56,Credit Card,Australia,M16,Pending
TX12192,2023-07-22,17:46:29,C6960,P2,118.86,Credit Card,UK,M49,Chargeback
TX12193,2024-04-24,21:57:01,C5604,P65,215.02,Credit Card,UK,M17,Completed
TX12194,2023-07-07,20:53:42,C5611,P51,412.6,Debit Card,USA,M39,Pending
TX12195,2024-01-23,08:24:45,C8715,P13,172.05,Debit Card,UK,M49,Cancelled
TX12196,2024-02-10,14:05:42,C3227,P97,12.34,,UK,M40,Refunded
TX12197,2023-09-09,23:26:04,C4051,P56,85.61,Debit Card,Canada,M24,Refunded
TX12198,2023-12-11,09:42:32,C8605,P55,148.74,PayPal,UK,M38,Pending
TX12199,2023-07-07,16:47:29,C7703,P29,420.11,Debit Card,USA,M9,Completed
TX12200,2024-03-18,14:16:59,C5527,P75,202.56,PayPal,Australia,M12,Cancelled
TX12201,2023-12-22,11:55:42,C6226,P97,,,USA,M5,Refunded
TX12202,2024-04-10,08:56:09,C5625,P5,93.53,Debit Card,UK,M39,Completed
TX12203,2024-04-05,14:26:31,C6732,P12,93.53,Debit Card,USA,M16,Refunded
TX12204,2023-12-19,07:21:59,C5875,P96,99.58,PayPal,Canada,M8,Pending
TX12205,2023-09-05,03:51:58,C6030,P89,66.78,PayPal,Australia,M8,Pending
TX12206,2023-09-25,14:16:07,C1511,P95,271.01,Debit Card,,M44,Completed
TX12207,2024-03-22,17:36:29,C6986,P43,,PayPal,Canada,M23,Completed
TX12208,2023-11-30,21:58:15,C5041,P51,62.33,Debit Card,USA,M1,Refunded
TX12209,2023-12-25,08:34:54,C7876,P54,,Credit Card,Australia,M36,Refunded
TX12210,2023-08-10,10:56:22,C3135,P35,237.13,Credit Card,Canada,M47,Cancelled
TX12211,2023-08-14,20:24:53,C7296,P37,221.93,Debit Card,Canada,M11,Completed
TX12212,2024-03-04,05:15:56,C9821,P7,378.66,Credit Card,USA,M25,Chargeback
TX12213,2023-07-15,06:01:24,C9224,P75,257.63,Credit Card,Australia,M9,Chargeback
TX12214,2024-01-22,14:54:17,C4158,P79,116.26,Debit Card,Canada,M32,Pending
TX12215,2023-08-28,11:40:10,C1552,P61,452.4,PayPal,USA,M34,Completed
TX12216,2024-04-30,10:27:08,C3748,P34,133.93,Credit Card,,M40,Refunded
TX12217,2024-03-18,01:11:10,C9458,P59,297.22,Credit Card,USA,M20,Pending
TX12218,2023-11-14,04:33:13,C6652,P6,14.72,Credit Card,Canada,M15,Refunded
TX12219,2023-11-10,09:26:48,C8845,P83,582.25,Debit Card,USA,M15,Chargeback
TX12220,2023-06-12,01:05:12,C1530,P27,46.27,Credit Card,Canada,M8,Completed
TX12221,2024-01-09,03:09:22,C1098,P5,123.7,,,M28,Chargeback
TX12222,2024-03-26,07:26:34,C3651,P71,211.79,,USA,M40,Completed
TX12223,2023-11-13,09:58:53,C6331,P68,97.51,Debit Card,USA,M27,Refunded
TX12224,2023-12-17,15:31:03,C1417,P85,365.71,PayPal,USA,M50,Cancelled
TX12225,2024-04-21,11:44:07,C3137,P90,132.48,PayPal,UK,M33,Completed
TX12226,2024-02-25,16:27:42,C2994,P95,336.98,PayPal,USA,M14,Completed
TX12227,2023-05-16,00:09:18,C8619,P11,,Credit Card,UK,M14,Chargeback
TX12228,2023-08-25,20:42:05,C4351,P93,356.69,Credit Card,USA,M43,Cancelled
TX12229,2023-07-02,14:14:24,C1190,P90,333.05,Debit Card,USA,M50,Cancelled
TX12230,2024-01-29,22:58:20,C6881,P92,50.85,PayPal,Canada,M12,Pending
TX12231,2023-08-08,09:30:52,C7884,P42,469.68,Credit Card,USA,M17,Pending
TX12232,2024-02-17,01:36:12,C2548,P68,55.48,Debit Card,Australia,M47,Refunded
TX12233,2023-12-29,08:19:34,C1779,P40,128.0,Debit Card,Canada,M29,Completed
TX12234,2024-02-24,22:33:56,C4186,P4,,,UK,M31,Refunded
TX12235,2024-04-21,06:19:43,C3187,P45,158.15,Credit Card,UK,M11,Chargeback
TX12236,2023-11-29,20:49:17,C4914,P21,166.56,Credit Card,Canada,M1,Cancelled
TX12237,2023-12-01,22:57:09,C1853,P91,75.3,,USA,M26,Refunded
TX12238,2024-04-21,07:02:02,C7058,P44,214.92,,USA,M16,Completed
TX12239,2024-03-28,04:59:22,C9278,P34,487.34,,USA,M41,Pending
TX12240,2023-05-05,06:36:01,C1082,P66,31.12,Credit Card,Canada,M49,Refunded
TX12241,2023-10-09,10:18:45,C5530,P7,431.19,PayPal,USA,M10,Chargeback
TX12242,2023-07-07,15:25:14,C2975,P90,120.74,PayPal,UK,M31,Refunded
TX12243,2023-08-30,03:44:47,C3272,P74,116.16,,Australia,M12,Completed
TX12244,2024-04-18,00:37:36,C3839,P2,193.47,Credit Card,Canada,M16,Cancelled
TX12245,2024-03-28,20:45:10,C4366,P61,195.02,PayPal,UK,M17,Chargeback
TX12246,2023-12-09,13:48:40,C3043,P71,377.28,Debit Card,USA,M11,Pending
TX12247,2024-03-25,05:30:52,C3891,P85,80.48,Debit Card,Canada,M10,Completed
TX12248,2023-08-07,15:39:05,C4210,P21,272.69,Debit Card,UK,M39,Pending
TX12249,2024-02-27,00:44:41,C1070,P24,311.43,Credit Card,USA,M40,Completed
TX12250,2024-03-23,07:46:38,C1284,P62,336.32,Credit Card,USA,M23,Pending
TX12251,2023-07-29,07:10:59,C9503,P65,92.79,Credit Card,Australia,M45,Completed
TX12252,2023-09-17,13:10:07,C5986,P36,111.19,PayPal,UK,M42,Refunded
TX12253,2023-06-07,15:13:41,C7057,P71,42.14,Credit Card,Canada,M30,Refunded
TX12254,2023-11-25,02:33:22,C7982,P37,55.42,Debit Card,Canada,M17,Refunded
TX12255,2023-08-02,17:17:43,C7387,P13,159.83,Debit Card,UK,M31,Cancelled
TX12256,2023-12-30,12:33:35,C2160,P28,59.22,Credit Card,UK,M46,Refunded
TX12257,2023-12-05,08:42:47,C6062,P84,187.22,,UK,M39,Completed
TX12258,2023-05-22,01:21:04,C4104,P78,497.65,Credit Card,USA,M21,Chargeback
TX12259,2023-05-29,05:12:01,C3831,P27,282.84,PayPal,UK,M2,Pending
TX12260,2023-07-25,17:13:44,C2002,P55,271.21,PayPal,,M3,Completed
TX12261,2023-07-08,13:37:11,C4970,P79,64.75,Debit Card,UK,M6,Refunded
TX12262,2024-01-05,10:11:45,C6035,P94,155.36,Debit Card,Canada,M44,Refunded
TX12263,2023-07-05,16:46:22,C3228,P82,576.61,Debit Card,UK,M33,Chargeback
TX12264,2023-10-04,07:22:54,C4688,P56,165.09,Credit Card,UK,M1,Refunded
TX12265,2023-11-15,21:24:14,C8774,P11,127.17,Debit Card,UK,M2,Refunded
TX12266,2023-08-11,03:20:45,C1289,P11,141.4,,UK,M13,Cancelled
TX12267,2023-07-10,17:05:36,C1217,P2,,,Canada,M13,Completed
TX12268,2023-08-08,11:13:25,C3222,P70,,PayPal,,M15,Refunded
TX12269,2023-10-03,17:04:57,C1170,P98,190.88,Debit Card,UK,M50,Pending
TX12270,2024-03-08,23:35:13,C7555,P7,269.9,Debit Card,USA,M30,Cancelled
TX12271,2023-10-15,01:46:52,C8845,P9,,PayPal,USA,M3,Cancelled
TX12272,2023-10-25,04:03:38,C6866,P18,601.94,Credit Card,UK,M7,Chargeback
TX12273,2024-04-18,13:21:44,C3380,P56,42.93,Debit Card,UK,M14,Refunded
TX12274,2023-12-23,10:33:21,C6862,P74,156.24,Credit Card,Australia,M24,Completed
TX12275,2023-05-11,08:35:18,C9841,P99,270.05,Credit Card,UK,M40,Pending
TX12276,2023-12-05,13:53:32,C4939,P53,43.93,Debit Card,Canada,M4,Refunded
TX12277,2024-04-15,09:52:51,C4980,P11,105.82,Credit Card,UK,M15,Cancelled
TX12278,2024-03-06,17:46:04,C5918,P59,165.12,Debit Card,UK,M34,Completed
TX12279,2024-03-04,08:43:42,C5904,P77,233.84,Credit Card,USA,M44,Pending
TX12280,2023-09-24,23:14:13,C1284,P57,459.65,PayPal,,M38,Cancelled
TX12281,2024-01-19,14:02:33,C8569,P7,279.16,Debit Card,,M3,Cancelled
TX12282,2023-06-24,09:38:43,C5107,P19,223.73,Credit Card,UK,M14,Completed
TX12283,2023-10-16,05:10:28,C4348,P96,486.67,Credit Card,USA,M50,Chargeback
TX12284,2023-07-25,20:08:15,C8670,P39,258.76,Credit Card,USA,M4,Pending
TX12285,2023-08-15,21:08:53,C1479,P19,333.39,PayPal,USA,M8,Completed
TX12286,2023-08-27,15:41:19,C9862,P71,97.03,Debit Card,Australia,M38,Refunded
TX12287,2023-05-19,02:53:09,C7665,P78,649.24,Credit Card,USA,M22,Chargeback
TX12288,2023-05-25,02:22:22,C9415,P23,303.55,PayPal,UK,M6,Cancelled
TX12289,2023-08-15,05:49:25,C5546,P95,108.5,Debit Card,USA,M46,Refunded
TX12290,2023-09-26,02:38:26,C9272,P15,33.41,PayPal,UK,M44,Refunded
TX12291,2023-06-16,22:41:24,C6254,P24,256.07,Credit Card,,M4,Refunded
TX12292,2024-01-25,14:12:53,C2251,P57,457.45,PayPal,USA,M2,Cancelled
TX12293,2024-04-21,14:33:26,C2612,P42,338.51,Credit Card,UK,M3,Pending
TX12294,2024-04-29,21:31:16,C6731,P30,334.51,Credit Card,USA,M18,Chargeback
TX12295,2023-09-07,02:09:47,C7914,P48,470.5,PayPal,USA,M47,Completed
TX12296,2024-03-19,06:59:49,C9306,P62,440.91,Credit Card,USA,M32,Pending
TX12297,2023-06-15,04:34:10,C2887,P93,427.52,,USA,M1,Cancelled
TX12298,2024-02-25,12:53:37,C1405,P36,268.54,Debit Card,USA,M15,Refunded
TX12299,2023-08-02,11:32:30,C8921,P33,131.52,PayPal,USA,M15,Refunded
TX12300,2024-01-01,07:55:16,C9024,P16,87.4,,Canada,M18,Refunded
TX12301,2023-09-23,05:54:05,C9304,P40,65.19,Credit Card,UK,M28,Pending
TX12302,2024-03-22,14:06:48,C2096,P31,50.01,Debit Card,UK,M42,Chargeback
TX12303,2024-03-26,03:44:01,C2572,P31,437.95,PayPal,USA,M26,Pending
TX12304,2023-07-22,22:01:29,C6399,P23,198.58,Debit Card,Australia,M7,Pending
TX12305,2023-08-19,04:38:54,C6104,P21,1280.76,Debit Card,USA,M24,Chargeback
TX12306,2024-02-20,08:28:29,C4992,P99,358.88,PayPal,USA,M32,Completed
TX12307,2024-02-07,02:13:09,C4539,P96,135.46,Debit Card,UK,M22,Refunded
TX12308,2023-06-19,12:40:19,C1492,P85,417.12,Credit Card,USA,M48,Cancelled
TX12309,2023-11-24,16:36:09,C8555,P72,277.09,PayPal,USA,M11,Completed
TX12310,2024-03-19,20:40:56,C7825,P72,135.44,Credit Card,UK,M19,Completed
TX12311,2023-09-13,22:59:57,C9071,P31,,Credit Card,Canada,M26,Pending
TX12312,2024-02-24,14:06:41,C6665,P21,,Debit Card,UK,M37,Refunded
TX12313,2024-04-07,16:01:20,C3624,P63,253.27,Debit Card,Canada,M40,Completed
TX12314,2023-12-22,05:01:41,C1621,P44,92.62,Debit Card,Australia,M25,Cancelled
TX12315,2023-05-27,00:15:43,C5277,P64,443.61,Credit Card,USA,M23,Completed
TX12316,2023-10-23,21:04:06,C3252,P8,244.16,PayPal,USA,M45,Pending
TX12317,2023-11-14,19:59:49,C5351,P68,207.24,PayPal,USA,M7,Completed
TX12318,2024-01-30,11:14:36,C8991,P73,358.12,Credit Card,UK,M8,Chargeback
TX12319,2024-02-15,00:09:13,C3975,P70,214.58,Credit Card,UK,M36,Completed
TX12320,2024-03-27,12:53:53,C9595,P29,208.62,Debit Card,Australia,M14,Cancelled
TX12321,2023-08-13,13:42:04,C5521,P77,116.41,Credit Card,Canada,M13,Cancelled
TX12322,2024-02-23,13:22:32,C4885,P55,128.6,Credit Card,UK,M7,Pending
TX12323,2023-10-24,18:08:30,C5760,P99,398.69,Credit Card,USA,M11,Pending
TX12324,2023-05-08,02:35:59,C1284,P93,171.03,Debit Card,Canada,M42,Completed
TX12325,2024-02-19,20:14:24,C2374,P72,98.46,Debit Card,Australia,M21,Refunded
TX12326,2023-08-18,13:38:23,C5973,P42,234.03,Credit Card,Canada,M26,Pending
TX12327,2024-04-01,11:10:02,C6882,P37,439.34,Credit Card,USA,M18,Chargeback
TX12328,2023-06-13,12:13:34,C7143,P90,163.63,Credit Card,UK,M43,Chargeback
TX12329,2024-04-07,15:41:45,C4331,P91,485.12,PayPal,USA,M47,Pending
TX12330,2024-01-20,22:37:43,C6344,P4,375.58,,USA,M26,Completed
TX12331,2024-04-19,00:00:44,C1105,P70,218.54,Credit Card,USA,M13,Completed
TX12332,2024-04-08,05:08:44,C1721,P71,121.7,PayPal,UK,M38,Pending
TX12333,2023-08-07,18:40:09,C5075,P92,45.99,Debit Card,UK,M39,Refunded
TX12334,2023-05-31,01:16:07,C9231,P91,571.64,Credit Card,USA,M10,Chargeback
TX12335,2024-03-18,11:10:52,C3080,P13,491.28,PayPal,USA,M7,Completed
TX12336,2024-04-22,08:54:44,C4491,P7,172.24,PayPal,UK,M5,Completed
TX12337,2023-11-28,15:11:56,C6753,P61,281.19,PayPal,,M17,Pending
TX12338,2023-12-14,05:59:58,C2032,P11,315.93,Debit Card,USA,M10,Cancelled
TX12339,2023-09-20,22:18:54,C9326,P53,232.08,PayPal,UK,M4,Completed
TX12340,2023-12-23,16:49:08,C2128,P100,230.03,Credit Card,Canada,M17,Pending
TX12341,2023-07-07,23:13:51,C6052,P12,333.32,Debit Card,USA,M50,Cancelled
TX12342,2024-01-19,08:01:30,C6669,P34,275.6,Debit Card,USA,M11,Refunded
TX12343,2023-05-25,08:22:54,C2418,P21,479.34,,USA,M15,Cancelled
TX12344,2024-01-26,21:00:05,C7865,P12,254.3,Debit Card,Australia,M18,Pending
TX12345,2024-02-16,13:44:43,C4914,P4,240.42,Credit Card,UK,M26,Pending
TX12346,2023-08-31,01:57:37,C4576,P55,127.08,Credit Card,UK,M28,Cancelled
TX12347,2023-06-28,12:45:39,C3034,P31,990.36,PayPal,USA,M11,Chargeback
TX12348,2023-11-05,17:44:56,C4926,P56,176.79,Debit Card,UK,M15,Completed
TX12349,2023-10-10,19:28:57,C5585,P45,,,USA,M9,Cancelled
TX12350,2023-09-05,06:26:05,C8567,P91,56.06,Credit Card,UK,M5,Refunded
TX12351,2024-04-22,17:12:42,C8898,P11,242.59,PayPal,Australia,M24,Cancelled
TX12352,2024-04-24,20:22:53,C1808,P75,175.61,Debit Card,UK,M37,Refunded
TX12353,2023-09-30,17:21:41,C5718,P31,196.0,,Canada,M1,Chargeback
TX12354,2024-01-27,21:35:29,C8651,P1,222.7,Credit Card,Canada,M42,Completed
TX12355,2023-10-16,06:26:00,C7146,P86,275.74,Debit Card,,M35,Refunded
TX12356,2023-08-02,02:35:32,C3554,P27,213.84,Debit Card,Australia,M41,Refunded
TX12357,2023-10-08,15:38:17,C3065,P14,,Debit Card,USA,M30,Completed
TX12358,2024-03-03,04:06:30,C4624,P60,154.8,Debit Card,UK,M41,Refunded
TX12359,2024-02-12,22:09:29,C8424,P35,97.19,Debit Card,USA,M17,Refunded
TX12360,2024-03-13,22:40:40,C9700,P70,1110.68,Debit Card,USA,M24,Chargeback
TX12361,2024-04-09,01:23:12,C5166,P35,226.62,Debit Card,UK,M36,Completed
TX12362,2023-05-31,02:05:51,C1359,P79,311.75,Credit Card,USA,M44,Pending
TX12363,2023-06-20,16:16:42,C3082,P5,142.69,Debit Card,UK,M40,Pending
TX12364,2023-07-23,15:15:42,C5295,P26,,Debit Card,UK,M39,Cancelled
TX12365,2023-12-11,02:41:15,C2432,P8,207.27,Credit Card,USA,M38,Pending
TX12366,2024-01-05,02:52:05,C6731,P45,397.32,Credit Card,USA,M50,Completed
TX12367,2023-10-03,18:21:31,C4184,P81,428.08,PayPal,UK,M36,Chargeback
TX12368,2023-10-05,17:51:51,C2249,P36,434.79,PayPal,,M15,Cancelled
TX12369,2023-08-22,23:21:03,C3065,P56,347.33,Debit Card,Canada,M47,Chargeback
TX12370,2024-01-12,23:30:59,C7415,P95,138.14,,UK,M12,Completed
TX12371,2024-03-19,03:23:21,C4189,P86,228.91,Credit Card,,M16,Cancelled
TX12372,2024-04-14,21:04:01,C4618,P34,42.67,,UK,M43,Refunded
TX12373,2024-03-21,13:45:29,C3106,P21,263.51,Debit Card,UK,M3,Chargeback
TX12374,2023-09-30,17:46:47,C9336,P82,63.11,Credit Card,UK,M49,Refunded
TX12375,2023-11-02,02:30:49,C6882,P6,103.26,Debit Card,USA,M45,Refunded
TX12376,2023-05-30,03:16:38,C1244,P83,410.17,Debit Card,USA,M9,Completed
TX12377,2023-05-04,16:21:14,C8745,P53,146.85,Credit Card,Canada,M3,Cancelled
TX12378,2023-12-19,12:29:32,C3667,P84,157.42,Debit Card,UK,M23,Refunded
TX12379,2023-10-01,14:11:36,C3524,P35,249.55,Credit Card,Canada,M44,Chargeback
TX12380,2023-06-03,11:12:20,C3355,P91,182.98,Credit Card,Canada,M34,Pending
TX12381,2024-03-19,02:21:28,C8442,P12,138.03,Debit Card,Canada,M24,Refunded
TX12382,2023-05-17,18:33:25,C1836,P76,216.34,Credit Card,Australia,M3,Chargeback
TX12383,2023-05-21,16:12:26,C2327,P94,132.18,Debit Card,UK,M36,Completed
TX12384,2023-07-21,23:14:16,C8919,P21,332.03,Credit Card,USA,M21,Completed
TX12385,2024-04-19,07:43:40,C3553,P95,186.58,PayPal,UK,M33,Pending
TX12386,2023-05-21,09:00:55,C8716,P11,478.54,Credit Card,USA,M27,Completed
TX12387,2023-05-09,00:36:17,C3264,P38,155.95,Debit Card,UK,M35,Chargeback
TX12388,2023-10-23,04:20:37,C4998,P79,382.25,Debit Card,Canada,M17,Chargeback
TX12389,2023-06-22,07:23:16,C5281,P94,149.52,PayPal,UK,M39,Cancelled
TX12390,2024-02-29,17:29:26,C4503,P78,318.08,PayPal,USA,M46,Completed
TX12391,2023-05-12,23:09:45,C1943,P23,407.8,Debit Card,USA,M1,Chargeback
TX12392,2023-10-20,15:20:04,C3244,P41,94.14,PayPal,UK,M39,Cancelled
TX12393,2024-01-28,02:53:29,C7605,P33,471.53,Credit Card,USA,M34,Completed
TX12394,2023-06-21,20:15:26,C7906,P49,79.08,,Canada,M47,Refunded
TX12395,2024-03-15,18:52:26,C3898,P80,337.31,Debit Card,USA,M21,Cancelled
TX12396,2024-02-19,04:39:00,C9146,P59,88.8,,USA,M25,Refunded
TX12397,2024-05-03,22:48:42,C1609,P54,434.5,PayPal,USA,M23,Completed
TX12398,2024-02-11,16:32:03,C8253,P5,213.03,Credit Card,UK,M27,Chargeback
TX12399,2023-11-06,17:37:10,C2397,P68,193.96,Credit Card,UK,M33,Chargeback
TX12400,2023-10-28,21:51:05,C9468,P53,245.34,Credit Card,USA,M47,Cancelled
TX12401,2023-08-23,15:19:52,C8946,P24,1316.69,,USA,M41,Chargeback
TX12402,2024-02-26,22:28:35,C2727,P36,121.68,,UK,M19,Chargeback
TX12403,2024-03-30,08:54:43,C8515,P77,280.81,PayPal,USA,M33,Cancelled
TX12404,2023-07-14,21:19:15,C3004,P84,91.08,Debit Card,UK,M33,Refunded
TX12405,2023-05-17,10:20:38,C3773,P52,243.33,PayPal,UK,M41,Cancelled
TX12406,2023-08-01,13:22:35,C7993,P10,426.38,,USA,M27,Pending
TX12407,2023-12-27,03:45:08,C2282,P16,361.2,Debit Card,USA,M10,Completed
TX12408,2024-01-01,17:59:06,C7991,P63,91.72,PayPal,Australia,M28,Completed
TX12409,2024-04-19,20:45:08,C6679,P95,68.18,PayPal,UK,M48,Refunded
TX12410,2023-09-08,10:23:34,C9843,P93,51.3,PayPal,,M24,Completed
TX12411,2024-03-02,21:39:11,C8054,P29,201.34,PayPal,USA,M42,Completed
TX12412,2024-01-02,20:37:17,C8728,P83,318.95,Credit Card,UK,M11,Pending
TX12413,2023-10-03,12:53:24,C5536,P77,229.48,Credit Card,USA,M9,Pending
TX12414,2024-02-17,23:10:44,C2832,P24,75.46,PayPal,UK,M43,Completed
TX12415,2023-10-29,06:34:54,C1997,P23,290.11,,Australia,M37,Chargeback
TX12416,2024-01-17,19:20:57,C6047,P29,206.18,Credit Card,USA,M27,Cancelled
TX12417,2023-07-10,03:30:05,C8345,P49,331.32,,USA,M41,Completed
TX12418,2024-01-08,23:07:10,C7053,P54,402.87,PayPal,USA,M26,Cancelled
TX12419,2024-04-13,09:11:09,C8835,P10,105.39,PayPal,USA,M20,Refunded
TX12420,2024-02-17,15:49:43,C5006,P49,425.83,Credit Card,USA,M49,Completed
TX12421,2024-01-29,11:18:00,C3837,P18,239.66,,USA,M1,Completed
TX12422,2024-02-21,01:18:34,C1659,P46,207.33,Debit Card,Canada,M14,Completed
TX12423,2024-04-25,03:58:31,C3316,P80,72.59,PayPal,UK,M34,Completed
TX12424,2023-11-17,09:47:12,C6269,P27,268.8,PayPal,USA,M27,Pending
TX12425,2023-07-01,16:27:42,C7005,P95,74.03,,Australia,M48,Cancelled
TX12426,2024-02-14,11:40:32,C7699,P86,417.69,Debit Card,USA,M11,Completed
TX12427,2023-06-10,15:38:17,C3708,P23,65.7,Debit Card,Australia,M49,Refunded
TX12428,2023-06-23,13:19:08,C4423,P24,392.09,Credit Card,USA,M1,Completed
TX12429,2023-06-24,09:50:31,C2874,P22,177.68,PayPal,Canada,M46,Cancelled
TX12430,2024-01-04,22:43:06,C3203,P41,165.84,Debit Card,UK,M11,Refunded
TX12431,2023-08-07,08:19:33,C1569,P82,143.28,,Canada,M25,Completed
TX12432,2023-11-23,21:14:36,C4481,P50,33.54,Credit Card,Australia,M45,Refunded
TX12433,2024-03-01,03:17:29,C6148,P77,306.19,Debit Card,USA,M11,Completed
TX12434,2023-10-03,04:38:53,C2637,P50,22.71,Debit Card,Australia,M48,Refunded
TX12435,2023-10-22,22:49:33,C9374,P84,174.85,PayPal,USA,M1,Refunded
TX12436,2024-04-12,10:02:30,C8986,P35,332.07,Credit Card,USA,M17,Refunded
TX12437,2023-09-13,21:08:50,C5929,P83,147.26,Credit Card,USA,M11,Refunded
TX12438,2023-05-13,23:10:11,C3845,P36,158.87,Debit Card,UK,M45,Refunded
TX12439,2024-04-07,11:42:38,C3016,P60,318.25,,USA,M26,Pending
TX12440,2023-05-28,22:10:00,C5095,P6,86.93,Credit Card,UK,M7,Completed
