,transaction_id,date,time,customer_id,product_id,amount,payment_type,country,merchant_id,status,exchange_rate,total_usd,date_time,year,month,day,dow,hour,is_weekend
1513,TX11513,2023-10-18,17:09:47,C5101,P67,404.62,PayPal,USA,M34,Pending,1.0,404.62,2023-10-18 17:09:47,2023,10,18,2,17,0
1514,TX11514,2023-09-24,01:51:45,C8450,P72,284.48,Credit Card,USA,M2,Completed,1.0,284.48,2023-09-24 01:51:45,2023,9,24,6,1,1
1515,TX11515,2024-03-22,15:56:56,C4815,P63,333.77,PayPal,USA,M2,Cancelled,1.0,333.77,2024-03-22 15:56:56,2024,3,22,4,15,0
1516,TX11516,2023-05-31,16:25:19,C7664,P17,38.65,,UK,M33,Refunded,1.25,48.3125,2023-05-31 16:25:19,2023,5,31,2,16,0
1517,TX11517,2023-11-12,22:13:31,C7974,P42,134.37,PayPal,Canada,M47,Pending,0.73,98.0901,2023-11-12 22:13:31,2023,11,12,6,22,1
1518,TX11518,2023-08-04,01:35:08,C2690,P97,370.87,,USA,M18,Completed,1.0,370.87,2023-08-04 01:35:08,2023,8,4,4,1,0
1519,TX11519,2023-09-14,12:50:56,C1616,P65,297.27,Debit Card,Australia,M31,Cancelled,0.65,193.22549999999998,2023-09-14 12:50:56,2023,9,14,3,12,0
1520,TX11520,2024-02-19,02:54:05,C4873,P89,118.15,,USA,M24,Refunded,1.0,118.15,2024-02-19 02:54:05,2024,2,19,0,2,0
1521,TX11521,2024-04-28,12:55:03,C8621,P63,184.93,Debit Card,Australia,M38,Chargeback,0.65,120.20450000000001,2024-04-28 12:55:03,2024,4,28,6,12,1
1522,TX11522,2023-09-10,07:15:11,C3406,P43,266.07,Debit Card,USA,M2,Pending,1.0,266.07,2023-09-10 07:15:11,2023,9,10,6,7,1
1523,TX11523,2024-04-01,05:07:07,C8448,P10,318.18,Debit Card,USA,M21,Refunded,1.0,318.18,2024-04-01 05:07:07,2024,4,1,0,5,0
1524,TX11524,2023-06-14,05:53:28,C5940,P74,91.54,Debit Card,UK,M36,Refunded,1.25,114.42500000000001,2023-06-14 05:53:28,2023,6,14,2,5,0
1525,TX11525,2023-09-07,08:23:45,C3335,P76,425.37,Credit Card,USA,M44,Pending,1.0,425.37,2023-09-07 08:23:45,2023,9,7,3,8,0
1526,TX11526,2023-05-08,21:54:12,C5692,P95,257.91,PayPal,USA,M12,Pending,1.0,257.91,2023-05-08 21:54:12,2023,5,8,0,21,0
1527,TX11527,2023-05-06,10:33:30,C7465,P73,426.55,Debit Card,USA,M35,Cancelled,1.0,426.55,2023-05-06 10:33:30,2023,5,6,5,10,1
1528,TX11528,2024-03-11,15:22:29,C1368,P75,253.85,Debit Card,Canada,M14,Pending,0.73,185.3105,2024-03-11 15:22:29,2024,3,11,0,15,0
1529,TX11529,2023-10-03,19:07:00,C4986,P90,119.36,,UK,M33,Chargeback,1.25,149.2,2023-10-03 19:07:00,2023,10,3,1,19,0
1530,TX11530,2023-07-14,09:35:56,C6456,P65,241.13,,,M21,Cancelled,1.0,241.13,2023-07-14 09:35:56,2023,7,14,4,9,0
1531,TX11531,2023-07-25,04:00:40,C1115,P55,60.58,Credit Card,UK,M8,Refunded,1.25,75.725,2023-07-25 04:00:40,2023,7,25,1,4,0
1532,TX11532,2023-06-16,06:52:02,C1162,P44,75.87,Credit Card,Canada,M47,Chargeback,0.73,55.3851,2023-06-16 06:52:02,2023,6,16,4,6,0
1533,TX11533,2023-06-04,05:32:01,C1417,P100,420.61,,USA,M48,Cancelled,1.0,420.61,2023-06-04 05:32:01,2023,6,4,6,5,1
1534,TX11534,2024-04-14,20:25:23,C9766,P64,97.65,Credit Card,UK,M10,Chargeback,1.25,122.0625,2024-04-14 20:25:23,2024,4,14,6,20,1
1535,TX11535,2024-03-10,04:16:55,C6860,P32,77.42,Debit Card,,M5,Refunded,1.0,77.42,2024-03-10 04:16:55,2024,3,10,6,4,1
1536,TX11536,2023-12-12,07:49:52,C6456,P27,410.09,PayPal,USA,M16,Completed,1.0,410.09,2023-12-12 07:49:52,2023,12,12,1,7,0
1537,TX11537,2023-09-05,02:33:13,C2038,P69,118.97,Credit Card,UK,M35,Chargeback,1.25,148.7125,2023-09-05 02:33:13,2023,9,5,1,2,0
1538,TX11538,2023-09-07,06:42:46,C5843,P83,102.58,Debit Card,USA,M10,Refunded,1.0,102.58,2023-09-07 06:42:46,2023,9,7,3,6,0
1539,TX11539,2023-11-15,18:28:22,C9056,P28,193.83,PayPal,UK,M41,Completed,1.25,242.28750000000002,2023-11-15 18:28:22,2023,11,15,2,18,0
1540,TX11540,2023-10-29,18:36:55,C1880,P9,198.53,Debit Card,Canada,M7,Pending,0.73,144.9269,2023-10-29 18:36:55,2023,10,29,6,18,1
1541,TX11541,2024-01-23,16:44:24,C2666,P29,308.49,Debit Card,USA,M43,Completed,1.0,308.49,2024-01-23 16:44:24,2024,1,23,1,16,0
1542,TX11542,2023-09-13,21:05:34,C5091,P62,85.46,PayPal,UK,M26,Pending,1.25,106.82499999999999,2023-09-13 21:05:34,2023,9,13,2,21,0
1543,TX11543,2023-06-28,13:53:37,C1347,P91,329.09,PayPal,USA,M30,Cancelled,1.0,329.09,2023-06-28 13:53:37,2023,6,28,2,13,0
1544,TX11544,2023-05-30,17:52:06,C5381,P70,255.19,Credit Card,Australia,M13,Chargeback,0.65,165.8735,2023-05-30 17:52:06,2023,5,30,1,17,0
1545,TX11545,2023-12-20,23:43:38,C6778,P14,116.16,Credit Card,UK,M48,Pending,1.25,145.2,2023-12-20 23:43:38,2023,12,20,2,23,0
1546,TX11546,2024-04-23,08:58:52,C3796,P4,115.7,,Canada,M41,Completed,0.73,84.461,2024-04-23 08:58:52,2024,4,23,1,8,0
1547,TX11547,2023-07-31,23:00:14,C7212,P65,124.21,Credit Card,UK,M50,Chargeback,1.25,155.2625,2023-07-31 23:00:14,2023,7,31,0,23,0
1548,TX11548,2023-07-15,00:34:44,C4835,P74,453.44,Debit Card,USA,M10,Completed,1.0,453.44,2023-07-15 00:34:44,2023,7,15,5,0,1
1549,TX11549,2023-05-21,14:30:51,C7973,P8,33.25,Credit Card,UK,M21,Refunded,1.25,41.5625,2023-05-21 14:30:51,2023,5,21,6,14,1
1550,TX11550,2024-04-02,01:26:09,C3068,P87,157.01,PayPal,Australia,M23,Completed,0.65,102.0565,2024-04-02 01:26:09,2024,4,2,1,1,0
1551,TX11551,2023-10-07,19:36:18,C5453,P90,194.66,Debit Card,UK,M36,Pending,1.25,243.325,2023-10-07 19:36:18,2023,10,7,5,19,1
1552,TX11552,2023-10-18,08:40:32,C1137,P14,51.45,Credit Card,Canada,M25,Refunded,0.73,37.5585,2023-10-18 08:40:32,2023,10,18,2,8,0
1553,TX11553,2023-07-04,02:13:55,C4030,P86,262.65,PayPal,Canada,M7,Chargeback,0.73,191.73449999999997,2023-07-04 02:13:55,2023,7,4,1,2,0
1554,TX11554,2023-05-18,14:32:02,C9871,P36,339.79,Debit Card,,M6,Cancelled,1.0,339.79,2023-05-18 14:32:02,2023,5,18,3,14,0
1555,TX11555,2024-03-23,20:33:08,C3151,P72,489.33,PayPal,USA,M44,Cancelled,1.0,489.33,2024-03-23 20:33:08,2024,3,23,5,20,1
1556,TX11556,2024-01-07,18:24:42,C8100,P73,69.46,Debit Card,UK,M14,Pending,1.25,86.82499999999999,2024-01-07 18:24:42,2024,1,7,6,18,1
1557,TX11557,2023-09-11,10:18:57,C9108,P88,78.7,PayPal,UK,M4,Pending,1.25,98.375,2023-09-11 10:18:57,2023,9,11,0,10,0
1558,TX11558,2024-03-16,13:20:33,C9710,P96,142.71,,Canada,M43,Chargeback,0.73,104.17830000000001,2024-03-16 13:20:33,2024,3,16,5,13,1
1559,TX11559,2024-02-23,11:02:38,C7685,P100,,PayPal,Australia,M23,Chargeback,0.65,,2024-02-23 11:02:38,2024,2,23,4,11,0
1560,TX11560,2023-12-16,23:12:42,C7144,P24,348.14,Debit Card,USA,M33,Pending,1.0,348.14,2023-12-16 23:12:42,2023,12,16,5,23,1
1561,TX11561,2023-06-12,17:46:53,C1134,P33,402.66,Debit Card,USA,M41,Completed,1.0,402.66,2023-06-12 17:46:53,2023,6,12,0,17,0
1562,TX11562,2023-10-21,01:37:11,C5991,P35,72.21,,Canada,M17,Cancelled,0.73,52.7133,2023-10-21 01:37:11,2023,10,21,5,1,1
1563,TX11563,2024-05-02,03:31:56,C8320,P87,455.09,PayPal,USA,M28,Cancelled,1.0,455.09,2024-05-02 03:31:56,2024,5,2,3,3,0
1564,TX11564,2023-11-13,07:52:36,C2054,P88,82.32,Debit Card,Canada,M49,Refunded,0.73,60.093599999999995,2023-11-13 07:52:36,2023,11,13,0,7,0
1565,TX11565,2024-03-07,01:02:43,C3518,P7,123.04,Debit Card,UK,M17,Refunded,1.25,153.8,2024-03-07 01:02:43,2024,3,7,3,1,0
1566,TX11566,2023-12-14,00:26:19,C1331,P2,72.23,Credit Card,UK,M10,Refunded,1.25,90.28750000000001,2023-12-14 00:26:19,2023,12,14,3,0,0
1567,TX11567,2024-04-17,23:07:50,C3845,P29,424.1,PayPal,USA,M37,Completed,1.0,424.1,2024-04-17 23:07:50,2024,4,17,2,23,0
1568,TX11568,2024-01-15,20:33:57,C4039,P3,112.48,Debit Card,UK,M27,Pending,1.25,140.6,2024-01-15 20:33:57,2024,1,15,0,20,0
1569,TX11569,2023-08-06,10:02:16,C3560,P62,,Credit Card,UK,M42,Chargeback,1.25,,2023-08-06 10:02:16,2023,8,6,6,10,1
1570,TX11570,2024-01-23,15:02:09,C4649,P83,226.02,PayPal,UK,M30,Pending,1.25,282.52500000000003,2024-01-23 15:02:09,2024,1,23,1,15,0
1571,TX11571,2023-11-26,14:41:28,C1525,P53,278.37,Credit Card,USA,M49,Cancelled,1.0,278.37,2023-11-26 14:41:28,2023,11,26,6,14,1
1572,TX11572,2024-02-15,23:45:53,C8474,P12,219.95,Credit Card,Canada,M20,Completed,0.73,160.56349999999998,2024-02-15 23:45:53,2024,2,15,3,23,0
1573,TX11573,2023-07-12,10:48:20,C4841,P51,325.05,Credit Card,Canada,M28,Pending,0.73,237.2865,2023-07-12 10:48:20,2023,7,12,2,10,0
1574,TX11574,2024-01-22,12:32:16,C2291,P92,227.69,Credit Card,USA,M7,Chargeback,1.0,227.69,2024-01-22 12:32:16,2024,1,22,0,12,0
1575,TX11575,2023-08-08,19:41:18,C3130,P81,403.88,Credit Card,,M28,Chargeback,1.0,403.88,2023-08-08 19:41:18,2023,8,8,1,19,0
1576,TX11576,2023-05-04,00:33:25,C9752,P23,1171.32,PayPal,USA,M43,Chargeback,1.0,1171.32,2023-05-04 00:33:25,2023,5,4,3,0,0
1577,TX11577,2024-01-06,01:08:10,C2041,P86,76.24,PayPal,UK,M49,Cancelled,1.25,95.3,2024-01-06 01:08:10,2024,1,6,5,1,1
1578,TX11578,2023-10-17,18:53:46,C5343,P2,51.24,PayPal,,M11,Cancelled,1.0,51.24,2023-10-17 18:53:46,2023,10,17,1,18,0
1579,TX11579,2023-05-30,16:20:01,C2546,P4,164.88,Credit Card,UK,M9,Chargeback,1.25,206.1,2023-05-30 16:20:01,2023,5,30,1,16,0
1580,TX11580,2023-05-07,21:46:07,C6629,P54,218.89,PayPal,USA,M17,Completed,1.0,218.89,2023-05-07 21:46:07,2023,5,7,6,21,1
1581,TX11581,2023-06-02,08:32:10,C7627,P37,358.92,Credit Card,USA,M42,Cancelled,1.0,358.92,2023-06-02 08:32:10,2023,6,2,4,8,0
1582,TX11582,2024-04-06,15:25:11,C2572,P52,62.34,Debit Card,UK,M10,Chargeback,1.25,77.92500000000001,2024-04-06 15:25:11,2024,4,6,5,15,1
1583,TX11583,2024-03-13,05:04:01,C8587,P43,73.18,PayPal,UK,M42,Completed,1.25,91.47500000000001,2024-03-13 05:04:01,2024,3,13,2,5,0
1584,TX11584,2024-03-13,09:06:21,C3529,P39,91.19,Credit Card,Australia,M23,Refunded,0.65,59.2735,2024-03-13 09:06:21,2024,3,13,2,9,0
1585,TX11585,2024-02-29,10:26:28,C1541,P88,714.45,Credit Card,USA,M20,Chargeback,1.0,714.45,2024-02-29 10:26:28,2024,2,29,3,10,0
1586,TX11586,2023-06-20,12:59:26,C9337,P21,38.08,Debit Card,UK,M13,Refunded,1.25,47.599999999999994,2023-06-20 12:59:26,2023,6,20,1,12,0
1587,TX11587,2023-11-30,15:14:27,C4598,P76,73.79,PayPal,UK,M44,Pending,1.25,92.23750000000001,2023-11-30 15:14:27,2023,11,30,3,15,0
1588,TX11588,2024-01-16,09:25:02,C5602,P100,196.32,PayPal,UK,M45,Completed,1.25,245.39999999999998,2024-01-16 09:25:02,2024,1,16,1,9,0
1589,TX11589,2023-11-06,08:17:16,C4971,P22,555.63,Debit Card,Canada,M49,Chargeback,0.73,405.6099,2023-11-06 08:17:16,2023,11,6,0,8,0
1590,TX11590,2024-04-17,14:01:53,C2599,P65,230.07,Credit Card,UK,M29,Completed,1.25,287.5875,2024-04-17 14:01:53,2024,4,17,2,14,0
1591,TX11591,2023-11-15,05:42:55,C5468,P57,149.73,,Australia,M19,Pending,0.65,97.3245,2023-11-15 05:42:55,2023,11,15,2,5,0
1592,TX11592,2023-07-08,16:42:39,C4140,P49,498.95,,,M15,Pending,1.0,498.95,2023-07-08 16:42:39,2023,7,8,5,16,1
1593,TX11593,2023-07-24,21:02:43,C9843,P2,65.02,Debit Card,USA,M11,Refunded,1.0,65.02,2023-07-24 21:02:43,2023,7,24,0,21,0
1594,TX11594,2023-07-10,19:11:10,C7402,P57,115.26,PayPal,,M1,Pending,1.0,115.26,2023-07-10 19:11:10,2023,7,10,0,19,0
1595,TX11595,2023-07-16,19:18:21,C4492,P93,381.07,Credit Card,UK,M32,Chargeback,1.25,476.3375,2023-07-16 19:18:21,2023,7,16,6,19,1
1596,TX11596,2023-07-01,23:24:07,C5491,P21,161.32,Debit Card,USA,M41,Refunded,1.0,161.32,2023-07-01 23:24:07,2023,7,1,5,23,1
1597,TX11597,2023-09-26,08:51:18,C9299,P73,418.47,PayPal,USA,M13,Pending,1.0,418.47,2023-09-26 08:51:18,2023,9,26,1,8,0
1598,TX11598,2023-06-03,17:48:17,C3874,P80,257.43,Credit Card,USA,M40,Completed,1.0,257.43,2023-06-03 17:48:17,2023,6,3,5,17,1
1599,TX11599,2023-06-26,04:37:47,C3406,P97,806.5,,Canada,M42,Chargeback,0.73,588.745,2023-06-26 04:37:47,2023,6,26,0,4,0
1600,TX11600,2023-09-27,09:04:23,C5036,P51,303.99,Credit Card,USA,M48,Cancelled,1.0,303.99,2023-09-27 09:04:23,2023,9,27,2,9,0
1601,TX11601,2023-10-15,16:32:25,C4123,P71,116.24,Credit Card,USA,M25,Refunded,1.0,116.24,2023-10-15 16:32:25,2023,10,15,6,16,1
1602,TX11602,2023-06-16,18:13:48,C8638,P22,302.6,Credit Card,USA,M27,Pending,1.0,302.6,2023-06-16 18:13:48,2023,6,16,4,18,0
1603,TX11603,2023-12-14,13:24:50,C1815,P17,298.3,Debit Card,USA,M25,Pending,1.0,298.3,2023-12-14 13:24:50,2023,12,14,3,13,0
1604,TX11604,2023-11-09,01:40:10,C3292,P35,332.72,Credit Card,USA,M31,Chargeback,1.0,332.72,2023-11-09 01:40:10,2023,11,9,3,1,0
1605,TX11605,2023-09-20,09:57:13,C6831,P56,80.82,Debit Card,UK,M26,Cancelled,1.25,101.02499999999999,2023-09-20 09:57:13,2023,9,20,2,9,0
1606,TX11606,2023-10-06,16:46:47,C2733,P54,270.73,PayPal,USA,M8,Completed,1.0,270.73,2023-10-06 16:46:47,2023,10,6,4,16,0
1607,TX11607,2024-01-23,15:09:05,C9280,P96,475.18,Credit Card,Canada,M20,Chargeback,0.73,346.8814,2024-01-23 15:09:05,2024,1,23,1,15,0
1608,TX11608,2024-03-21,21:48:30,C7960,P91,354.82,Debit Card,USA,M2,Cancelled,1.0,354.82,2024-03-21 21:48:30,2024,3,21,3,21,0
1609,TX11609,2023-09-20,21:42:13,C5887,P28,122.35,Debit Card,UK,M12,Refunded,1.25,152.9375,2023-09-20 21:42:13,2023,9,20,2,21,0
1610,TX11610,2023-06-10,17:10:01,C4173,P94,150.56,Credit Card,Canada,M10,Pending,0.73,109.9088,2023-06-10 17:10:01,2023,6,10,5,17,1
1611,TX11611,2023-12-16,20:29:41,C1979,P9,85.88,Debit Card,UK,M41,Refunded,1.25,107.35,2023-12-16 20:29:41,2023,12,16,5,20,1
1612,TX11612,2024-01-22,13:26:33,C9112,P97,223.84,PayPal,UK,M46,Pending,1.25,279.8,2024-01-22 13:26:33,2024,1,22,0,13,0
1613,TX11613,2023-11-09,07:02:04,C1317,P17,181.34,Credit Card,USA,M30,Refunded,1.0,181.34,2023-11-09 07:02:04,2023,11,9,3,7,0
1614,TX11614,2023-05-14,21:44:42,C6193,P9,220.12,PayPal,USA,M21,Pending,1.0,220.12,2023-05-14 21:44:42,2023,5,14,6,21,1
1615,TX11615,2023-12-06,03:46:12,C5921,P35,149.19,Credit Card,UK,M25,Cancelled,1.25,186.4875,2023-12-06 03:46:12,2023,12,6,2,3,0
1616,TX11616,2024-04-07,06:11:19,C2959,P19,174.73,,Australia,M50,Completed,0.65,113.5745,2024-04-07 06:11:19,2024,4,7,6,6,1
1617,TX11617,2023-08-23,00:00:01,C3343,P69,254.89,,UK,M17,Pending,1.25,318.61249999999995,2023-08-23 00:00:01,2023,8,23,2,0,0
1618,TX11618,2023-10-15,04:41:08,C4487,P27,75.7,Debit Card,UK,M44,Refunded,1.25,94.625,2023-10-15 04:41:08,2023,10,15,6,4,1
1619,TX11619,2023-08-30,03:00:26,C2930,P21,209.58,Credit Card,Canada,M8,Refunded,0.73,152.9934,2023-08-30 03:00:26,2023,8,30,2,3,0
1620,TX11620,2023-09-26,09:18:09,C4536,P47,121.29,Debit Card,UK,M30,Cancelled,1.25,151.6125,2023-09-26 09:18:09,2023,9,26,1,9,0
1621,TX11621,2023-07-16,08:22:36,C5979,P100,312.79,Credit Card,USA,M34,Chargeback,1.0,312.79,2023-07-16 08:22:36,2023,7,16,6,8,1
1622,TX11622,2023-08-14,14:56:03,C9056,P54,176.9,PayPal,UK,M38,Pending,1.25,221.125,2023-08-14 14:56:03,2023,8,14,0,14,0
1623,TX11623,2023-08-16,21:53:09,C5067,P71,96.01,Credit Card,Australia,M21,Completed,0.65,62.40650000000001,2023-08-16 21:53:09,2023,8,16,2,21,0
1624,TX11624,2023-05-04,00:47:58,C1096,P55,389.91,Credit Card,USA,M14,Pending,1.0,389.91,2023-05-04 00:47:58,2023,5,4,3,0,0
1625,TX11625,2023-11-19,22:54:40,C3347,P7,121.18,Credit Card,UK,M46,Completed,1.25,151.47500000000002,2023-11-19 22:54:40,2023,11,19,6,22,1
1626,TX11626,2023-08-16,22:34:41,C5767,P74,336.28,Credit Card,USA,M8,Cancelled,1.0,336.28,2023-08-16 22:34:41,2023,8,16,2,22,0
1627,TX11627,2023-05-28,23:19:49,C4112,P48,42.32,Credit Card,UK,M2,Cancelled,1.25,52.9,2023-05-28 23:19:49,2023,5,28,6,23,1
1628,TX11628,2024-02-27,11:37:14,C5781,P30,294.74,PayPal,USA,M1,Cancelled,1.0,294.74,2024-02-27 11:37:14,2024,2,27,1,11,0
1629,TX11629,2024-02-26,13:42:29,C3222,P79,129.07,Credit Card,UK,M7,Completed,1.25,161.33749999999998,2024-02-26 13:42:29,2024,2,26,0,13,0
1630,TX11630,2023-08-13,08:08:47,C2276,P19,199.05,Credit Card,Canada,M7,Pending,0.73,145.3065,2023-08-13 08:08:47,2023,8,13,6,8,1
1631,TX11631,2024-01-15,03:27:15,C4130,P51,439.13,,USA,M14,Completed,1.0,439.13,2024-01-15 03:27:15,2024,1,15,0,3,0
1632,TX11632,2024-01-16,23:41:28,C1893,P82,97.07,Credit Card,UK,M11,Pending,1.25,121.33749999999999,2024-01-16 23:41:28,2024,1,16,1,23,0
1633,TX11633,2024-01-09,14:34:37,C3241,P100,66.09,PayPal,Canada,M3,Completed,0.73,48.2457,2024-01-09 14:34:37,2024,1,9,1,14,0
1634,TX11634,2023-12-06,03:51:28,C3378,P52,171.2,PayPal,Australia,M3,Pending,0.65,111.28,2023-12-06 03:51:28,2023,12,6,2,3,0
1635,TX11635,2023-12-23,06:09:37,C7312,P64,206.17,PayPal,USA,M47,Refunded,1.0,206.17,2023-12-23 06:09:37,2023,12,23,5,6,1
1636,TX11636,2024-01-08,03:29:04,C8907,P79,421.41,Credit Card,USA,M6,Completed,1.0,421.41,2024-01-08 03:29:04,2024,1,8,0,3,0
1637,TX11637,2023-09-21,14:46:06,C8811,P44,87.38,Debit Card,,M10,Refunded,1.0,87.38,2023-09-21 14:46:06,2023,9,21,3,14,0
1638,TX11638,2024-02-17,10:57:30,C1034,P11,303.63,PayPal,Australia,M19,Completed,0.65,197.3595,2024-02-17 10:57:30,2024,2,17,5,10,1
1639,TX11639,2023-05-11,07:45:14,C2789,P23,161.45,PayPal,Australia,M37,Pending,0.65,104.9425,2023-05-11 07:45:14,2023,5,11,3,7,0
1640,TX11640,2023-11-07,09:55:11,C8368,P59,78.99,Debit Card,UK,M39,Cancelled,1.25,98.7375,2023-11-07 09:55:11,2023,11,7,1,9,0
1641,TX11641,2024-04-29,08:14:49,C1996,P68,387.66,Credit Card,Canada,M8,Chargeback,0.73,282.9918,2024-04-29 08:14:49,2024,4,29,0,8,0
1642,TX11642,2024-04-04,19:14:31,C2162,P28,24.45,Credit Card,UK,M33,Refunded,1.25,30.5625,2024-04-04 19:14:31,2024,4,4,3,19,0
1643,TX11643,2023-06-02,11:07:17,C5795,P68,175.66,Debit Card,UK,M5,Completed,1.25,219.575,2023-06-02 11:07:17,2023,6,2,4,11,0
1644,TX11644,2023-08-14,00:48:18,C4395,P31,441.92,Credit Card,,M6,Completed,1.0,441.92,2023-08-14 00:48:18,2023,8,14,0,0,0
1645,TX11645,2023-08-03,21:50:26,C9847,P83,292.52,PayPal,Canada,M13,Completed,0.73,213.53959999999998,2023-08-03 21:50:26,2023,8,3,3,21,0
1646,TX11646,2023-07-02,10:23:25,C3641,P44,101.52,Debit Card,USA,M34,Refunded,1.0,101.52,2023-07-02 10:23:25,2023,7,2,6,10,1
1647,TX11647,2023-11-28,09:53:15,C2549,P14,323.54,Debit Card,Canada,M35,Cancelled,0.73,236.1842,2023-11-28 09:53:15,2023,11,28,1,9,0
1648,TX11648,2023-07-28,04:51:09,C1505,P34,295.15,Debit Card,Canada,M7,Completed,0.73,215.4595,2023-07-28 04:51:09,2023,7,28,4,4,0
1649,TX11649,2023-12-13,21:03:50,C8575,P46,286.29,Debit Card,Canada,M50,Pending,0.73,208.9917,2023-12-13 21:03:50,2023,12,13,2,21,0
1650,TX11650,2023-06-02,13:10:31,C8313,P29,409.45,,USA,M33,Completed,1.0,409.45,2023-06-02 13:10:31,2023,6,2,4,13,0
1651,TX11651,2024-01-13,19:32:29,C9245,P5,298.43,Debit Card,USA,M22,Pending,1.0,298.43,2024-01-13 19:32:29,2024,1,13,5,19,1
1652,TX11652,2023-12-29,05:27:51,C6208,P46,200.55,Credit Card,USA,M14,Pending,1.0,200.55,2023-12-29 05:27:51,2023,12,29,4,5,0
1653,TX11653,2024-03-17,03:09:28,C3231,P59,474.76,Credit Card,USA,M12,Pending,1.0,474.76,2024-03-17 03:09:28,2024,3,17,6,3,1
1654,TX11654,2023-07-18,17:31:55,C5762,P36,379.56,PayPal,USA,M20,Completed,1.0,379.56,2023-07-18 17:31:55,2023,7,18,1,17,0
1655,TX11655,2023-12-17,11:22:26,C4494,P46,120.52,Credit Card,Australia,M31,Refunded,0.65,78.338,2023-12-17 11:22:26,2023,12,17,6,11,1
1656,TX11656,2023-11-25,15:08:23,C7020,P99,168.46,Credit Card,,M29,Cancelled,1.0,168.46,2023-11-25 15:08:23,2023,11,25,5,15,1
1657,TX11657,2023-05-05,08:45:09,C6188,P22,454.83,Debit Card,USA,M22,Completed,1.0,454.83,2023-05-05 08:45:09,2023,5,5,4,8,0
1658,TX11658,2024-02-25,00:54:58,C5891,P59,401.94,Debit Card,USA,M13,Completed,1.0,401.94,2024-02-25 00:54:58,2024,2,25,6,0,1
1659,TX11659,2023-07-14,05:35:05,C7652,P89,365.15,Credit Card,UK,M25,Chargeback,1.25,456.4375,2023-07-14 05:35:05,2023,7,14,4,5,0
1660,TX11660,2024-04-05,23:11:57,C4192,P70,73.14,Debit Card,UK,M35,Refunded,1.25,91.425,2024-04-05 23:11:57,2024,4,5,4,23,0
1661,TX11661,2023-12-06,17:35:38,C9689,P94,175.8,PayPal,UK,M14,Completed,1.25,219.75,2023-12-06 17:35:38,2023,12,6,2,17,0
1662,TX11662,2023-05-13,06:36:36,C1733,P62,90.49,,Australia,M13,Chargeback,0.65,58.8185,2023-05-13 06:36:36,2023,5,13,5,6,1
1663,TX11663,2024-02-07,09:22:59,C9302,P99,181.07,,UK,M16,Completed,1.25,226.33749999999998,2024-02-07 09:22:59,2024,2,7,2,9,0
1664,TX11664,2023-09-30,17:26:29,C4069,P98,63.94,PayPal,Australia,M14,Completed,0.65,41.561,2023-09-30 17:26:29,2023,9,30,5,17,1
1665,TX11665,2024-03-02,02:07:08,C4052,P81,249.5,Credit Card,Canada,M18,Chargeback,0.73,182.135,2024-03-02 02:07:08,2024,3,2,5,2,1
1666,TX11666,2023-05-24,22:09:28,C5177,P77,218.15,Debit Card,USA,M17,Refunded,1.0,218.15,2023-05-24 22:09:28,2023,5,24,2,22,0
1667,TX11667,2023-12-15,22:01:30,C1378,P21,150.36,PayPal,Australia,M43,Completed,0.65,97.73400000000001,2023-12-15 22:01:30,2023,12,15,4,22,0
1668,TX11668,2023-10-08,14:15:28,C5714,P22,299.95,Debit Card,USA,M50,Completed,1.0,299.95,2023-10-08 14:15:28,2023,10,8,6,14,1
1669,TX11669,2023-06-16,00:53:11,C5620,P1,,Credit Card,Canada,M46,Cancelled,0.73,,2023-06-16 00:53:11,2023,6,16,4,0,0
1670,TX11670,2023-07-21,19:01:59,C2620,P93,,PayPal,USA,M43,Completed,1.0,,2023-07-21 19:01:59,2023,7,21,4,19,0
1671,TX11671,2023-10-01,01:27:50,C5970,P42,44.52,Debit Card,Canada,M31,Pending,0.73,32.4996,2023-10-01 01:27:50,2023,10,1,6,1,1
1672,TX11672,2023-11-14,03:58:59,C2692,P33,268.83,PayPal,Canada,M11,Cancelled,0.73,196.24589999999998,2023-11-14 03:58:59,2023,11,14,1,3,0
1673,TX11673,2024-04-18,01:18:06,C1919,P60,102.68,PayPal,Canada,M40,Refunded,0.73,74.9564,2024-04-18 01:18:06,2024,4,18,3,1,0
1674,TX11674,2024-01-22,03:29:45,C5416,P15,121.25,PayPal,Canada,M49,Completed,0.73,88.5125,2024-01-22 03:29:45,2024,1,22,0,3,0
1675,TX11675,2023-08-18,15:03:40,C3867,P28,126.25,Credit Card,USA,M23,Refunded,1.0,126.25,2023-08-18 15:03:40,2023,8,18,4,15,0
1676,TX11676,2023-07-06,07:02:02,C2779,P35,584.18,PayPal,USA,M47,Chargeback,1.0,584.18,2023-07-06 07:02:02,2023,7,6,3,7,0
1677,TX11677,2024-04-23,05:27:17,C5254,P24,45.6,Credit Card,UK,M12,Pending,1.25,57.0,2024-04-23 05:27:17,2024,4,23,1,5,0
1678,TX11678,2023-09-28,10:31:21,C6294,P87,380.87,Debit Card,USA,M12,Completed,1.0,380.87,2023-09-28 10:31:21,2023,9,28,3,10,0
1679,TX11679,2023-06-30,09:27:14,C2142,P24,56.41,Credit Card,UK,M40,Refunded,1.25,70.51249999999999,2023-06-30 09:27:14,2023,6,30,4,9,0
